,id,identifier,csdRefcode,doi
boydwoo_str_m3_o4_o4_pcu_sym_169,6196cff5f8a517a48b6ccf0d,qmof-1e0ce81,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o14_o19_nbo_sym_62,6196cfa6f8a517a48b6cc99e,qmof-6edf29f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
LUYMOJ_FSR,6196cb4cf8a517a48b6c7f04,qmof-41d1d42,LUYMOJ,https://doi.org/10.1039/C5CE01473E
boydwoo_str_m3_o13_o28_pcu_sym_241,6196cf9ff8a517a48b6cc93a,qmof-904178f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MOF-5_cooh_2_160_1,6196cb8aa6be6ad338998747,qmof-d8fda74,,https://doi.org/10.1021/jp401920y
BOWLUW_FSR,6196c78fa6be6ad33899462f,qmof-8797c0d,BOWLUW,https://doi.org/10.1039/C4DT03733B
boydwoo_str_m1_o21_o26_pcu_sym_72,6196cf8af8a517a48b6cc83b,qmof-0e2fb56,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o1_o22_nbo_sym_91,6196cfbaf8a517a48b6ccab6,qmof-c374ef1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o4_o9_pcu_sym_199,6196cf84a6be6ad33899ce4b,qmof-6b20b7a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o8_o10_pcu_sym_91,6196cf93a6be6ad33899cfa9,qmof-dcf8019,,https://doi.org/10.24435/materialscloud:2018.0016/v3
KAYKUT_FSR,6196cab2f8a517a48b6c7483,qmof-b9077a0,KAYKUT,https://doi.org/10.1038/s41467-017-00122-5
FANPAO_FSR,6196c8eff8a517a48b6c5557,qmof-907de5a,FANPAO,https://doi.org/10.1039/C7DT00005G
gmof_Zn2O8N2-AZO_A-irmof8_A_No175,6196d146f8a517a48b6ce82b,qmof-b5e491c,,https://doi.org/10.1039/C9TA01752F
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_B_Ch_1B_4H_Ch_1DoU_Ch_2x2x2,6196d1b1f8a517a48b6ceefb,qmof-3736d07,,https://doi.org/10.17605/OSF.IO/7DGVY
gmof_Zn2O8-ADC_A-irmof8_A_No697,6196d14ca6be6ad33899edc8,qmof-5765a43,,https://doi.org/10.1039/C9TA01752F
SOCCUJ_FSR,6196cdd2f8a517a48b6ca6e9,qmof-1510f27,SOCCUJ,https://doi.org/10.1021/cg700778b
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Hf_1_Ch_1B_2F_Ch_2x2x2,6196d1a7f8a517a48b6cee88,qmof-1ed0c50,,https://doi.org/10.17605/OSF.IO/7DGVY
core_CISLUN_freeONLY,6196d077f8a517a48b6cd7b3,qmof-1abb5dc,CISLUN,
gmof_Zn4O13-irmof14_A-irmof16_A_No5,6196d18ba6be6ad33899f172,qmof-2d2b8f2,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o3_o6_sra_sym_143,6196d02ff8a517a48b6cd2e0,qmof-d133979,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o9_pcu_sym_10,6196cffef8a517a48b6ccfb0,qmof-dad057d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o17_o17_sra_sym_69,6196d033a6be6ad33899dcb5,qmof-4695aa0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VUWVUH_FSR,6196ce92f8a517a48b6cb581,qmof-12c09c4,VUWVUH,
gmof_Zn2O8N2-irmof10_A-irmof7_A_No99,6196d14ff8a517a48b6ce8c1,qmof-cfee2db,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o19_o23_sra_sym_93,6196d025a6be6ad33899db9b,qmof-6c8936d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-irmof14_A_No11,6196d18ca6be6ad33899f17c,qmof-b660371,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-DPAC_B-irmof6_B_No34,6196d0e9a6be6ad33899e7a7,qmof-936731e,,https://doi.org/10.1039/C9TA01752F
RUZBUL_FSR,6196cdadf8a517a48b6ca447,qmof-41eae12,RUZBUL,https://doi.org/10.1021/acs.cgd.5b01302
SERGUU_FSR,6196cdc5a6be6ad33899b1a6,qmof-cb3b518,SERGUU,https://doi.org/10.3184/174751918X15190383903708
boydwoo_str_m3_o2_o26_pcu_sym_196,6196cfc5f8a517a48b6ccb89,qmof-ae10753,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o16_pcu_sym_198,6196cf7fa6be6ad33899cddc,qmof-ecea9da,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-BDC_B-irmof7_B_No675,6196d0d8a6be6ad33899e64e,qmof-649e944,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o22_pcu_sym_83,6196cfaca6be6ad33899d233,qmof-f8732c3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
EWUSIZ_FSR,6196c8d8a6be6ad338995be2,qmof-0c9867d,EWUSIZ,https://doi.org/10.1021/cg2001078
boydwoo_str_m4_Al_o6_o25_acs_sym_222,6196d008a6be6ad33899d97b,qmof-22baac9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-DPAC_A_No1204,6196d16df8a517a48b6ceadf,qmof-805d84d,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o7_o29_pcu_sym_61,6196cffea6be6ad33899d8a8,qmof-825c2c6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o14_pcu_sym_204,6196cfeea6be6ad33899d77a,qmof-2e1f180,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o7_o21_pcu_sym_60,6196cff2a6be6ad33899d7c9,qmof-25097fe,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MUDTOV_FSR,6196cbc3f8a517a48b6c86e6,qmof-b821c26,MUDTOV,https://doi.org/10.1039/b910265e
boydwoo_str_m3_o21_o23_pcu_sym_129,6196cfd9f8a517a48b6ccd33,qmof-bc6d0a0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VEJYEP01_FSR,6196ce86f8a517a48b6cb4bb,qmof-eecfc17,VEJYEP01,https://doi.org/10.1002/chem.200700181
boydwoo_str_m1_o13_o26_pcu_sym_225,6196cf6ef8a517a48b6cc66c,qmof-f681436,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o3_o3_sra_sym_144,6196d02df8a517a48b6cd2cc,qmof-5af4c97,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o15_nbo_sym_69,6196cfefa6be6ad33899d78d,qmof-000dce3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o24_o29_pcu_sym_127,6196cfcca6be6ad33899d519,qmof-0daa435,,https://doi.org/10.24435/materialscloud:2018.0016/v3
RUSQIG_FSR,6196cdaaa6be6ad33899afc3,qmof-07ecb86,RUSQIG,https://doi.org/10.1016/j.inoche.2009.11.023
boydwoo_str_m5_Al_o11_o17_sra_sym_67,6196d016a6be6ad33899da78,qmof-44d0651,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o14_o19_pcu_sym_93,6196cfa7f8a517a48b6cc9ad,qmof-f2dfa69,,https://doi.org/10.24435/materialscloud:2018.0016/v3
WIBCER_FSR,6196cebea6be6ad33899c260,qmof-63c5aad,WIBCER,https://doi.org/10.1080/00958972.2013.772594
boydwoo_str_m3_o14_o22_nbo_sym_46,6196cfa8f8a517a48b6cc9c1,qmof-444a042,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o16_pcu_sym_190,6196cf7ea6be6ad33899cdd3,qmof-26420fb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o6_o19_sra_sym_62,6196d040f8a517a48b6cd3c3,qmof-7434e5d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o5_o22_nbo_sym_196,6196d002f8a517a48b6ccff8,qmof-15b6747,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o25_o27_sra_sym_36,6196d044a6be6ad33899de21,qmof-dfcf058,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o19_o23_sra_sym_24,6196d023a6be6ad33899db6f,qmof-3beea42,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o17_o21_pcu_sym_51,6196cfbbf8a517a48b6ccada,qmof-cc20050,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o21_pcu_sym_126,6196cff7a6be6ad33899d81b,qmof-9a00804,,https://doi.org/10.24435/materialscloud:2018.0016/v3
ULEZUI_FSR,6196ce5bf8a517a48b6cb10f,qmof-aa0100a,ULEZUI,https://doi.org/10.1134/S0022476615060165
boydwoo_str_m3_o11_o11_nbo_sym_241,6196cfb2a6be6ad33899d2cc,qmof-597cc0a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o13_o13_pcu_sym_249,6196cf9ba6be6ad33899d085,qmof-3fb24cf,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-DPAC_A_No26,6196d11cf8a517a48b6ce49b,qmof-f4d2cb4,,https://doi.org/10.1039/C9TA01752F
BOWLOQ_FSR,6196c78da6be6ad338994620,qmof-b321532,BOWLOQ,https://doi.org/10.1039/C4DT03733B
core_BOYYOF_freeONLY,6196d061f8a517a48b6cd628,qmof-b89c7e3,BOYYOF,
boydwoo_str_m3_o16_o28_pcu_sym_35,6196cfb7f8a517a48b6cca8e,qmof-db703b3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
ETULUB_FSR,6196d1cda6be6ad33899f389,qmof-ac06c00,ETULUB,https://doi.org/10.1107/S1600536811023129
boydwoo_str_m3_o2_o17_pcu_sym_39,6196cfe7a6be6ad33899d708,qmof-4ae806b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_TEDSIG_freeONLY,6196d0c8f8a517a48b6cdcd9,qmof-62e71b9,TEDSIG,
gmof_Zn2O8N2-DPAC_A-irmof10_A_No127,6196d151f8a517a48b6ce8e3,qmof-327888f,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o3_o13_sra_sym_210,6196d055a6be6ad33899df34,qmof-9bd849f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
EPUMEJ_FSR,6196c8cff8a517a48b6c5300,qmof-b780466,EPUMEJ,https://doi.org/10.1039/C6CE01085G
boydwoo_str_m4_Al_o23_o25_acs_sym_108,6196d007f8a517a48b6cd052,qmof-10b2259,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o11_o22_nbo_sym_10,6196cf89a6be6ad33899cec8,qmof-92dca89,,https://doi.org/10.24435/materialscloud:2018.0016/v3
OBAHAD_FSR,6196d213a6be6ad33899f855,qmof-fa983d7,OBAHAD,https://doi.org/10.1038/srep11537
JIQQIM_FSR,6196ca8da6be6ad338997636,qmof-9f906c1,JIQQIM,https://doi.org/10.1134/S0022476618040273
boydwoo_str_m3_o1_o10_pcu_sym_23,6196cfbda6be6ad33899d3d9,qmof-b250c9b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o23_o23_sra_sym_214,6196d03fa6be6ad33899ddbb,qmof-a8c8008,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_ZnN4-SiF6-DPAC_No18,6196d170f8a517a48b6ceb15,qmof-cc10ecd,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o3_o23_sra_sym_124,6196d269f8a517a48b6cfa5c,qmof-7cb4bdf,,https://doi.org/10.24435/materialscloud:2018.0016/v3
CAXXUW_FSR,6196c795f8a517a48b6c3ea2,qmof-4d45fdb,CAXXUW,https://doi.org/10.1039/c2dt11965j
CERMOC_FSR,6196c7d8f8a517a48b6c4295,qmof-2033acd,CERMOC,https://doi.org/10.1107/S1600536806034556
boydwoo_str_m3_o16_o29_pcu_sym_227,6196cfb7f8a517a48b6cca98,qmof-2246e1d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o11_o27_pcu_sym_165,6196cf97a6be6ad33899d017,qmof-540f79a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MOLBOF_FSR,6196cbc9a6be6ad338998bfd,qmof-3b01793,MOLBOF,https://doi.org/10.1107/S0108270108039802
boydwoo_str_m3_o13_o13_pcu_sym_88,6196cfb2a6be6ad33899d2db,qmof-4912f4f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-AZO_A_No17,6196d10df8a517a48b6ce2f8,qmof-120180d,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-ADC_A-irmof20_A_No492,6196d284f8a517a48b6cfbee,qmof-fec286c,,https://doi.org/10.1039/C9TA01752F
FISQEG_FSR,6196d204f8a517a48b6cf354,qmof-6a57bbc,FISQEG,https://doi.org/10.1016/j.molstruc.2019.01.033
gmof_Al2O6-ADC_B-BDC_B_No500,6196d0eca6be6ad33899e7f2,qmof-76cf28c,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o2_o9_pcu_sym_96,6196cfd3f8a517a48b6ccca1,qmof-b6123af,,https://doi.org/10.24435/materialscloud:2018.0016/v3
KUTNOE_FSR,6196caeaf8a517a48b6c784c,qmof-9857976,KUTNOE,https://doi.org/10.1002/chem.201502648
DAQLUF_FSR,6196c7ffa6be6ad338994e12,qmof-cdfd544,DAQLUF,https://doi.org/10.1039/C7CC03482B
QEYWUN_FSR,6196cd28f8a517a48b6c9b04,qmof-955bb00,QEYWUN,https://doi.org/10.1002/chem.200600980
gmof_Zn4O13-BDC_A-irmof20_A_No197,6196d161a6be6ad33899ef27,qmof-febffd8,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-ADC_A-AZO_A_No302,6196d156a6be6ad33899ee6d,qmof-2473511,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o4_o14_nbo_sym_227,6196cfeba6be6ad33899d74a,qmof-110ffa0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o26_o28_pcu_sym_165,6196cfd8a6be6ad33899d5e6,qmof-7a13182,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o8_o26_pcu_sym_209,6196d012a6be6ad33899da35,qmof-2cac69d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o7_nbo_sym_58,6196cff9f8a517a48b6ccf55,qmof-78cf9c6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-ADC_A_No17,6196d0fdf8a517a48b6ce144,qmof-ef4a02d,,https://doi.org/10.1039/C9TA01752F
MIJSII_FSR,6196cba4f8a517a48b6c8542,qmof-1013282,MIJSII,https://doi.org/10.1021/ja071662s
OWEXUK_FSR,6196cc73a6be6ad3389999de,qmof-159127d,OWEXUK,https://doi.org/10.1021/cg1014913
UQUHAQ_FSR,6196ce74f8a517a48b6cb33b,qmof-68d2a22,UQUHAQ,https://doi.org/10.1107/S1600536811011913
ROJKOT_FSR,6196cd9ba6be6ad33899ae9b,qmof-16addb6,ROJKOT,https://doi.org/10.1039/C9CE00209J
boydwoo_str_m3_o2_o6_pcu_sym_177,6196cfcff8a517a48b6ccc48,qmof-418ac25,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o16_o22_pcu_sym_226,6196cfb2f8a517a48b6cca48,qmof-0f515e2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-DPAC_B-fum_B_No168,6196d0dea6be6ad33899e6c2,qmof-e29ce6a,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m4_Al_o2_o23_acs_sym_108,6196d015f8a517a48b6cd157,qmof-ef7e7a9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
FANWOI_FSR,6196c8f0f8a517a48b6c5567,qmof-86def04,FANWOI,https://doi.org/10.1039/c1dt11431j
gmof_Uio66Zr-BDC_A-irmof6_A_No258,6196d133f8a517a48b6ce6b5,qmof-3362f4b,,https://doi.org/10.1039/C9TA01752F
MINQEG_FSR,6196cb83a6be6ad3389986cc,qmof-0cecd6b,MINQEG,
gmof_Zn2O8N2-AZO_A-irmof7_A_No463,6196d143f8a517a48b6ce7ef,qmof-c580ed9,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-AZO_B-BDC_B_No79,6196d0caf8a517a48b6cdcfa,qmof-f418ca0,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o22_nbo_sym_166,6196cfcfa6be6ad33899d548,qmof-7409358,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o26_pcu_sym_220,6196cf84a6be6ad33899ce46,qmof-3311ce4,,https://doi.org/10.24435/materialscloud:2018.0016/v3
TIJGOJ_FSR,6196ce03f8a517a48b6caa5f,qmof-7143528,TIJGOJ,https://doi.org/10.1016/j.solidstatesciences.2007.04.017
boydwoo_str_m3_o2_o13_pcu_sym_163,6196cfe2a6be6ad33899d6af,qmof-70f891b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-ADC_A_No5,6196d106f8a517a48b6ce230,qmof-1940038,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o11_o17_sra_sym_206,6196d015a6be6ad33899da62,qmof-9cc65c5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o18_o18_pcu_sym_253,6196cf7bf8a517a48b6cc752,qmof-557afbb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
OTIPUE_FSR,6196cc92a6be6ad338999c66,qmof-06edf43,OTIPUE,https://doi.org/10.1021/acs.inorgchem.6b00758
boydwoo_str_m5_Al_o6_o16_sra_sym_4,6196d03af8a517a48b6cd380,qmof-6cac3d1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
FAPFOT_FSR,6196c8f3f8a517a48b6c55ad,qmof-10bab48,FAPFOT,https://doi.org/10.1039/c1dt11377a
OTAWIR_FSR,6196cc8da6be6ad338999bf6,qmof-b4192d1,OTAWIR,https://doi.org/10.1016/j.inoche.2016.10.011
boydwoo_str_m5_Al_o7_o18_sra_sym_32,6196d04cf8a517a48b6cd49e,qmof-6172dac,,https://doi.org/10.24435/materialscloud:2018.0016/v3
AKEGON_FSR,6196d1dfa6be6ad33899f4e0,qmof-1072fba,AKEGON,https://doi.org/10.1107/S0108270110046950
gmof_Zn2O8-ADC_A-irmof7_A_No1286,6196d14aa6be6ad33899edab,qmof-594c034,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-fum_B-irmof20_B_No63,6196d0e7f8a517a48b6cdf16,qmof-555ae53,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o12_o22_pcu_sym_225,6196cfaba6be6ad33899d20b,qmof-5e7e509,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o11_o22_pcu_sym_162,6196cf8ca6be6ad33899cef9,qmof-e57e5bf,,https://doi.org/10.24435/materialscloud:2018.0016/v3
NAPZOV_FSR,6196cbeba6be6ad338998ed0,qmof-dfc0e67,NAPZOV,https://doi.org/10.1016/j.solidstatesciences.2011.12.002
gmof_Zn2O8N2-DPAC_A-irmof14_A_No457,6196d155f8a517a48b6ce92b,qmof-f0ed0a2,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-irmof20_A_No340,6196d17ea6be6ad33899f0b7,qmof-dc77ffa,,https://doi.org/10.1039/C9TA01752F
MOF-5_cooh_2_1505_1,6196cb8aa6be6ad33899873f,qmof-919c532,,https://doi.org/10.1021/jp401920y
gmof_Al2O6-ADC_B-AZO_B_No82,6196d0e8a6be6ad33899e799,qmof-4d5a835,,https://doi.org/10.1039/C9TA01752F
YOCJAE_FSR,6196cf61a6be6ad33899cbb5,qmof-f614088,YOCJAE,https://doi.org/10.1039/C8DT04404J
gmof_Uio66Zr-BDC_A-irmof6_A_No400,6196d136f8a517a48b6ce6fc,qmof-c0f991d,,https://doi.org/10.1039/C9TA01752F
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_15,6196d1a2a6be6ad33899f2aa,qmof-e2b4bb5,,https://doi.org/10.1021/acs.cgd.7b00848
FESCEN_FSR,6196c8fba6be6ad338995d54,qmof-d2bacb1,FESCEN,https://doi.org/10.1021/cg301502u
gmof_Al2O6-irmof7_B-TED_B_No13,6196d0f6f8a517a48b6ce098,qmof-56651f3,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o29_pcu_sym_168,6196cfc8f8a517a48b6ccbca,qmof-f2ed8cf,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o17_o19_pcu_sym_191,6196cfb8f8a517a48b6ccaa2,qmof-712f64c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-DPAC_A_No7,6196d128f8a517a48b6ce5d6,qmof-bedb824,,https://doi.org/10.1039/C9TA01752F
XALVOY_FSR,6196cee2f8a517a48b6cbb3d,qmof-6236cc7,XALVOY,https://doi.org/10.1016/j.catcom.2017.02.024
MAQBEO_FSR,6196cb79f8a517a48b6c824c,qmof-477477e,MAQBEO,https://doi.org/10.1002/ejic.201601242
boydwoo_str_m1_o12_o16_pcu_sym_246,6196cf93a6be6ad33899cfbd,qmof-7b3cc9c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-ADC_B-DPAC_B_No447,6196d0f1a6be6ad33899e858,qmof-c4157b5,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o11_o22_pcu_sym_96,6196cf8da6be6ad33899cf18,qmof-a342218,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-irmof20_A_No615,6196d16fa6be6ad33899efe0,qmof-7403530,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o3_o20_sra_sym_49,6196d269f8a517a48b6cfa51,qmof-424ce8c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-irmof14_A-irmof8_A_No219,6196d158f8a517a48b6ce959,qmof-6bbd0c6,,https://doi.org/10.1039/C9TA01752F
GUWCAD_FSR,6196c9a7a6be6ad3389966b0,qmof-d5f9805,GUWCAD,
HABGEX_FSR,6196c9b6a6be6ad3389967ad,qmof-5b4883b,HABGEX,https://doi.org/10.1016/S0022-2860(02)00484-2
gmof_Zn4O13-DPAC_A_No24,6196d183a6be6ad33899f102,qmof-a30571c,,https://doi.org/10.1039/C9TA01752F
NARRIK_FSR,6196d215a6be6ad33899f86e,qmof-923d007,NARRIK,https://doi.org/10.1039/C7DT00215G
GEZNAC_FSR,6196c951a6be6ad338996185,qmof-1192393,GEZNAC,https://doi.org/10.1039/C3CC40516H
EYOPUE_FSR,6196c8d0f8a517a48b6c5319,qmof-f3922f0,EYOPUE,https://doi.org/10.1039/c0ce00789g
boydwoo_str_m3_o23_o27_pcu_sym_60,6196cfc1a6be6ad33899d438,qmof-b75a6f2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
GAXGOD_FSR,6196c96bf8a517a48b6c5efe,qmof-8624330,GAXGOD,https://doi.org/10.1039/c2ce25099c
WEHREJ_FSR,6196cec6f8a517a48b6cb92a,qmof-18924f9,WEHREJ,https://doi.org/10.1080/00958972.2014.998209
KUTNEU_FSR,6196cae9f8a517a48b6c7838,qmof-2cc1b33,KUTNEU,https://doi.org/10.1002/chem.201502648
boydwoo_str_m3_o6_o12_pcu_sym_198,6196d00df8a517a48b6cd0bc,qmof-8e51355,,https://doi.org/10.24435/materialscloud:2018.0016/v3
KUTNUK_FSR,6196caebf8a517a48b6c7858,qmof-e13fb49,KUTNUK,https://doi.org/10.1002/chem.201502648
OSIWOD_FSR,6196cc79a6be6ad338999a5e,qmof-290194d,OSIWOD,https://doi.org/10.1021/cg101435b
boydwoo_str_m4_Al_o20_o23_acs_sym_105,6196cffcf8a517a48b6ccf8b,qmof-93ecc7d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
HIKMOG_FSR,6196c9f0f8a517a48b6c6748,qmof-3e88a85,HIKMOG,https://doi.org/10.1021/acs.cgd.8b01391
boydwoo_str_m3_o1_o14_nbo_sym_157,6196cfc3a6be6ad33899d45c,qmof-1592e39,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o4_o12_sra_sym_88,6196d034f8a517a48b6cd31c,qmof-8d1e5f0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-TED_B_No3,6196d0d1f8a517a48b6cdd73,qmof-ce182d3,,https://doi.org/10.1039/C9TA01752F
GAYHUL_FSR,6196d223f8a517a48b6cf53d,qmof-ea9dec3,GAYHUL,https://doi.org/10.1021/ic300242e
boydwoo_str_m3_o3_o9_pcu_sym_11,6196cfdea6be6ad33899d666,qmof-e5d8ebb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A-irmof20_A_No451,6196d164a6be6ad33899ef55,qmof-0e6b29f,,https://doi.org/10.1039/C9TA01752F
BUSJOR_FSR,6196c7aca6be6ad338994868,qmof-751e1a9,BUSJOR,
boydwoo_str_m4_Al_o2_o23_acs_sym_201,6196d016f8a517a48b6cd16b,qmof-8c4b003,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-irmof14_A-irmof7_A_No191,6196d154f8a517a48b6ce91b,qmof-af2bbe9,,https://doi.org/10.1039/C9TA01752F
UWIHEO_FSR,6196ce5da6be6ad33899bc4a,qmof-e0f33e8,UWIHEO,https://doi.org/10.1002/zaac.201100010
boydwoo_str_m3_o4_o8_pcu_sym_192,6196cffdf8a517a48b6ccf9a,qmof-6f89314,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o13_o26_pcu_sym_237,6196cf6ff8a517a48b6cc676,qmof-8ee1311,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o4_o20_sra_sym_3,6196d037f8a517a48b6cd34e,qmof-ef87001,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-NiC4_No16,6196d157a6be6ad33899ee7f,qmof-a33f7c9,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-ADC_A_No27,6196d103f8a517a48b6ce1da,qmof-5bea56f,,https://doi.org/10.1039/C9TA01752F
NOWNAQ_FSR,6196cc26f8a517a48b6c8bcd,qmof-870f65c,NOWNAQ,https://doi.org/10.1039/C4GC02184C
KARRAW_FSR,6196cac5a6be6ad338997a13,qmof-23746fb,KARRAW,https://doi.org/10.1021/ja00196a032
MICPEU_FSR,6196cb8ef8a517a48b6c83ae,qmof-3b2068c,MICPEU,https://doi.org/10.1002/chem.200501067
CEDXAL_FSR,6196c7aff8a517a48b6c3fd8,qmof-c59d8b8,CEDXAL,https://doi.org/10.1021/ic050971l
boydwoo_str_m4_Al_o6_o17_acs_sym_60,6196d024f8a517a48b6cd25e,qmof-38471da,,https://doi.org/10.24435/materialscloud:2018.0016/v3
SERGOO_FSR,6196cdc4a6be6ad33899b19b,qmof-855d1ed,SERGOO,https://doi.org/10.3184/174751918X15190383903708
MOF-5_cooh_2_785_1,6196cbaaa6be6ad338998989,qmof-e0d492d,,https://doi.org/10.1021/jp401920y
GONTAG_FSR,6196c9bda6be6ad338996829,qmof-a67f501,GONTAG,https://doi.org/10.1039/C4CE01019A
