,T_P proba
boydwoo_str_m3_o1_o4_nbo_sym_109,1.0
gmof_AlO6-irmof6_A_No18,1.0
gmof_Zn4O13-irmof20_A-irmof6_A_No186,1.0
boydwoo_str_m3_o4_o22_pcu_sym_260,1.0
boydwoo_str_m1_o21_o26_pcu_sym_66,1.0
core_EQOCES01_freeONLY,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No225,1.0
KUCFUM_FSR,1.0
core_ETIXIQ_freeONLY,1.0
gmof_Al2O6-BDC_B-DPAC_B_No147,1.0
core_GITTOT01_manual,1.0
boydwoo_str_m3_o26_o27_pcu_sym_165,1.0
boydwoo_str_m5_Al_o7_o20_sra_sym_55,1.0
boydwoo_str_m3_o4_o4_pcu_sym_169,1.0
XISFOX_FSR,1.0
HIGXOM_FSR,1.0
PODXIR_FSR,1.0
boydwoo_str_m3_o14_o19_nbo_sym_62,1.0
LUYMOJ_FSR,1.0
tobacco_srsb_sym_3_on_1_sym_3_mc_0_L_14,1.0
boydwoo_str_m3_o13_o28_pcu_sym_241,1.0
MOF-5_cooh_2_160_1,1.0
BOWLUW_FSR,1.0
boydwoo_str_m4_Al_o2_o23_acs_sym_121,1.0
boydwoo_str_m1_o21_o26_pcu_sym_72,1.0
boydwoo_str_m3_o1_o22_nbo_sym_91,1.0
boydwoo_str_m1_o4_o9_pcu_sym_199,1.0
boydwoo_str_m1_o8_o10_pcu_sym_91,1.0
KAYKUT_FSR,1.0
FANPAO_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof8_A_No175,1.0
gmof_Zn2O8N2-ADC_A-irmof6_A_No723,1.0
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_B_Ch_1B_4H_Ch_1DoU_Ch_2x2x2,1.0
gmof_Zn2O8-ADC_A-irmof8_A_No697,1.0
boydwoo_str_m3_o13_o16_pcu_sym_155,1.0
SOCCUJ_FSR,1.0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Hf_1_Ch_1B_2F_Ch_2x2x2,1.0
core_CISLUN_freeONLY,1.0
boydwoo_str_m5_Al_o3_o6_sra_sym_143,1.0
boydwoo_str_m3_o2_o27_pcu_sym_15,1.0
UKAKIC_FSR,1.0
gmof_AlO6-mof177_No15,1.0
boydwoo_str_m3_o4_o9_pcu_sym_10,1.0
boydwoo_str_m4_Al_o6_o20_acs_sym_92,1.0
boydwoo_str_m5_Al_o17_o17_sra_sym_69,1.0
VUWVUH_FSR,1.0
gmof_Zn2O8N2-irmof10_A-irmof7_A_No99,1.0
boydwoo_str_m5_Al_o19_o23_sra_sym_93,1.0
gmof_Zn4O13-irmof14_A_No11,1.0
gmof_Al2O6-DPAC_B-irmof6_B_No34,1.0
RUZBUL_FSR,1.0
SERGUU_FSR,1.0
boydwoo_str_m3_o2_o26_pcu_sym_196,1.0
boydwoo_str_m1_o10_o16_pcu_sym_198,1.0
gmof_Al2O6-BDC_B-irmof7_B_No675,1.0
boydwoo_str_m3_o12_o15_pcu_sym_70,1.0
boydwoo_str_m3_o18_o22_pcu_sym_83,1.0
EWUSIZ_FSR,1.0
boydwoo_str_m4_Al_o6_o25_acs_sym_222,1.0
XIXQAZ_FSR,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No1204,1.0
boydwoo_str_m3_o7_o29_pcu_sym_61,1.0
boydwoo_str_m3_o4_o14_pcu_sym_204,1.0
boydwoo_str_m3_o7_o21_pcu_sym_60,1.0
MUDTOV_FSR,1.0
gmof_ZnN4-SiF6-BDC_No2,1.0
boydwoo_str_m3_o21_o23_pcu_sym_129,1.0
VEJYEP01_FSR,1.0
DOKTAA_FSR,1.0
boydwoo_str_m1_o13_o26_pcu_sym_225,1.0
PAJFEL_FSR,1.0
gmof_AlO6-irmof6_A_No9,1.0
boydwoo_str_m5_Al_o3_o3_sra_sym_144,1.0
boydwoo_str_m3_o4_o15_nbo_sym_69,1.0
boydwoo_str_m3_o24_o29_pcu_sym_127,1.0
RUSQIG_FSR,1.0
boydwoo_str_m5_Al_o11_o17_sra_sym_67,1.0
IZUPOI_FSR,1.0
TATZIA_FSR,1.0
boydwoo_str_m3_o14_o19_pcu_sym_93,1.0
DUZPUL_FSR,0.8259115307428437
WIBCER_FSR,1.0
boydwoo_str_m3_o14_o22_nbo_sym_46,1.0
boydwoo_str_m1_o10_o16_pcu_sym_190,1.0
boydwoo_str_m5_Al_o6_o19_sra_sym_62,1.0
XEDXEM_FSR,1.0
boydwoo_str_m3_o5_o22_nbo_sym_196,1.0
boydwoo_str_m5_Al_o25_o27_sra_sym_36,1.0
gmof_Al2O6-ADC_B-fum_B_No242,1.0
boydwoo_str_m5_Al_o19_o23_sra_sym_24,1.0
boydwoo_str_m3_o12_o19_pcu_sym_119,1.0
boydwoo_str_m3_o17_o21_pcu_sym_51,1.0
boydwoo_str_m3_o4_o21_pcu_sym_126,1.0
ULEZUI_FSR,1.0
boydwoo_str_m3_o13_o25_pcu_sym_220,1.0
OTOZOO_FSR,1.0
NUCBIY_FSR,1.0
boydwoo_str_m3_o11_o11_nbo_sym_241,1.0
boydwoo_str_m1_o13_o13_pcu_sym_249,1.0
gmof_AlO6-DPAC_A_No26,1.0
LABROX_FSR,1.0
BOWLOQ_FSR,1.0
ATETIE_FSR,1.0
core_BOYYOF_freeONLY,1.0
boydwoo_str_m3_o16_o28_pcu_sym_35,1.0
MOF-5_cooh_2_627_1,1.0
ZIMTUN_FSR,1.0
CEKZUP_FSR,1.0
ETULUB_FSR,1.0
boydwoo_str_m3_o2_o17_pcu_sym_39,1.0
core_TEDSIG_freeONLY,1.0
gmof_Zn2O8N2-DPAC_A-irmof10_A_No127,1.0
HOMFIA_FSR,1.0
boydwoo_str_m5_Al_o3_o13_sra_sym_210,1.0
EPUMEJ_FSR,1.0
boydwoo_str_m3_o6_o8_pcu_sym_23,1.0
boydwoo_str_m4_Al_o23_o25_acs_sym_108,1.0
boydwoo_str_m3_o11_o22_nbo_sym_10,1.0
OBAHAD_FSR,1.0
JIQQIM_FSR,1.0
boydwoo_str_m3_o1_o10_pcu_sym_23,1.0
gmof_AlO6-mofHTB_No4,1.0
boydwoo_str_m5_Al_o23_o23_sra_sym_214,1.0
gmof_ZnN4-SiF6-DPAC_No18,1.0
boydwoo_str_m5_Al_o3_o23_sra_sym_124,1.0
CAXXUW_FSR,1.0
BUNMUU_FSR,1.0
CERMOC_FSR,1.0
boydwoo_str_m3_o16_o29_pcu_sym_227,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No573,1.0
boydwoo_str_m3_o11_o27_pcu_sym_165,1.0
MOLBOF_FSR,1.0
boydwoo_str_m3_o13_o13_pcu_sym_88,1.0
gmof_Al2O6-BDC_B-irmof20_B_No150,1.0
boydwoo_str_m3_o3_o5_pcu_sym_50,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No1170,1.0
gmof_AlO6-AZO_A_No17,1.0
gmof_Zn2O8N2-ADC_A-irmof20_A_No492,1.0
FISQEG_FSR,1.0
gmof_Al2O6-ADC_B-BDC_B_No500,1.0
boydwoo_str_m3_o2_o9_pcu_sym_96,1.0
KUTNOE_FSR,1.0
DAQLUF_FSR,1.0
QEYWUN_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No197,1.0
JOJJAU01_FSR,1.0
gmof_Zn2O8N2-ADC_A-AZO_A_No302,1.0
boydwoo_str_m3_o4_o14_nbo_sym_227,1.0
boydwoo_str_m3_o26_o28_pcu_sym_165,1.0
boydwoo_str_m3_o8_o26_pcu_sym_209,1.0
boydwoo_str_m3_o4_o7_nbo_sym_58,1.0
gmof_AlO6-ADC_A_No17,1.0
gmof_AlO6-mofHTB_No24,1.0
boydwoo_str_m5_Al_o1_o12_sra_sym_91,1.0
MIJSII_FSR,1.0
OWEXUK_FSR,1.0
boydwoo_str_m1_o8_o13_pcu_sym_156,1.0
UQUHAQ_FSR,1.0
ROJKOT_FSR,1.0
boydwoo_str_m3_o7_o27_pcu_sym_8,1.0
boydwoo_str_m3_o2_o6_pcu_sym_177,1.0
boydwoo_str_m3_o16_o22_pcu_sym_226,1.0
gmof_Al2O6-DPAC_B-fum_B_No168,1.0
boydwoo_str_m4_Al_o2_o23_acs_sym_108,1.0
FANWOI_FSR,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No276,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No258,1.0
MINQEG_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No463,1.0
OJAWII_FSR,1.0
YOXDAR_FSR,1.0
gmof_Al2O6-AZO_B-BDC_B_No79,1.0
boydwoo_str_m3_o1_o22_nbo_sym_166,1.0
boydwoo_str_m4_Al_o23_o25_acs_sym_36,1.0
boydwoo_str_m1_o10_o26_pcu_sym_220,1.0
TIJGOJ_FSR,1.0
boydwoo_str_m3_o2_o13_pcu_sym_163,1.0
gmof_AlO6-ADC_A_No5,1.0
boydwoo_str_m5_Al_o11_o17_sra_sym_206,1.0
QOXNEX_FSR,1.0
SITDEH_FSR,0.8261853758849829
boydwoo_str_m5_Al_o19_o22_sra_sym_26,1.0
boydwoo_str_m1_o18_o18_pcu_sym_253,1.0
boydwoo_str_m3_o11_o19_nbo_sym_45,1.0
OTIPUE_FSR,1.0
boydwoo_str_m1_o10_o18_pcu_sym_111,1.0
boydwoo_str_m5_Al_o6_o16_sra_sym_4,1.0
FAPFOT_FSR,1.0
boydwoo_str_m3_o13_o27_pcu_sym_81,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No100,1.0
OTAWIR_FSR,1.0
boydwoo_str_m5_Al_o7_o18_sra_sym_32,1.0
AKEGON_FSR,1.0
gmof_Zn2O8-ADC_A-irmof7_A_No1286,1.0
gmof_Al2O6-fum_B-irmof20_B_No63,1.0
boydwoo_str_m3_o12_o22_pcu_sym_225,1.0
boydwoo_str_m1_o11_o22_pcu_sym_162,1.0
BOQTEH_FSR,1.0
NAPZOV_FSR,1.0
PEJVAD_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No457,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No340,1.0
MOF-5_cooh_2_1505_1,1.0
gmof_Al2O6-ADC_B-AZO_B_No82,1.0
YOCJAE_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No400,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_15,1.0
FESCEN_FSR,1.0
gmof_Al2O6-irmof7_B-TED_B_No13,1.0
boydwoo_str_m3_o1_o29_pcu_sym_168,1.0
boydwoo_str_m3_o17_o19_pcu_sym_191,1.0
boydwoo_str_m3_o7_o26_pcu_sym_68,1.0
gmof_ZnN4-SiF6-DPAC_No24,1.0
gmof_AlO6-DPAC_A_No7,1.0
XALVOY_FSR,1.0
MAQBEO_FSR,1.0
boydwoo_str_m1_o12_o16_pcu_sym_246,1.0
gmof_Al2O6-ADC_B-DPAC_B_No447,1.0
EMITUQ01_FSR,1.0
boydwoo_str_m1_o11_o22_pcu_sym_96,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No615,1.0
boydwoo_str_m3_o11_o22_nbo_sym_181,1.0
gmof_Al2O6-DPAC_B-irmof10_B_No11,1.0
boydwoo_str_m5_Al_o3_o20_sra_sym_49,1.0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No219,1.0
GUWCAD_FSR,1.0
HABGEX_FSR,1.0
gmof_Zn4O13-DPAC_A_No24,1.0
NARRIK_FSR,1.0
GEZNAC_FSR,1.0
XIGHOM_FSR,1.0
gmof_AlO6-mofHTB_No5,1.0
gmof_Zn2O8N2-irmof8_A-TePM_No128,1.0
boydwoo_str_m5_Al_o11_o13_sra_sym_174,1.0
EYOPUE_FSR,0.8973369811710238
boydwoo_str_m3_o23_o27_pcu_sym_60,1.0
GAXGOD_FSR,1.0
WEHREJ_FSR,1.0
gmof_AlO6-irmof10_A_No7,1.0
KUTNEU_FSR,1.0
boydwoo_str_m3_o6_o12_pcu_sym_198,1.0
KUTNUK_FSR,1.0
OSIWOD_FSR,1.0
REMPAB_FSR,1.0
boydwoo_str_m4_Al_o20_o23_acs_sym_105,1.0
DILDEI01_FSR,1.0
TOYXAJ_FSR,1.0
HUCXIO_FSR,1.0
HIKMOG_FSR,1.0
boydwoo_str_m3_o1_o14_nbo_sym_157,1.0
boydwoo_str_m5_Al_o4_o12_sra_sym_88,1.0
gmof_Al2O6-AZO_B-TED_B_No3,1.0
GAYHUL_FSR,1.0
FEHHEI_FSR,1.0
boydwoo_str_m5_Al_o12_o12_sra_sym_65,1.0
boydwoo_str_m3_o3_o9_pcu_sym_11,1.0
gmof_Zn2O8N2-ADC_A-irmof20_A_No451,1.0
BUSJOR_FSR,1.0
boydwoo_str_m4_Al_o2_o23_acs_sym_201,1.0
gmof_Zn2O8N2-irmof14_A-irmof7_A_No191,1.0
boydwoo_str_m3_o6_o21_pcu_sym_70,1.0
UWIHEO_FSR,1.0
BUSYIY_FSR,1.0
boydwoo_str_m3_o4_o8_pcu_sym_192,1.0
boydwoo_str_m1_o13_o26_pcu_sym_237,1.0
boydwoo_str_m5_Al_o4_o20_sra_sym_3,1.0
gmof_Al2O6-irmof16_B-irmof20_B_No193,1.0
gmof_Zn4O13-BDC_A-NiC4_No16,1.0
gmof_AlO6-ADC_A_No27,1.0
NOWNAQ_FSR,1.0
KARRAW_FSR,1.0
MICPEU_FSR,1.0
CEDXAL_FSR,1.0
boydwoo_str_m4_Al_o6_o17_acs_sym_60,1.0
SERGOO_FSR,1.0
MOF-5_cooh_2_785_1,1.0
GONTAG_FSR,1.0
NIRCAT_FSR,1.0
gmof_Al2O6-BDC_B-irmof10_B_No251,1.0
WOZYER_FSR,1.0
QEYWIB_FSR,1.0
BUQROV_FSR,1.0
gmof_Zn4O13-irmof14_A-irmof16_A_No147,1.0
core_OMOVET_freeONLY,1.0
POPCOO_FSR,1.0
QUVBUF_FSR,1.0
USUBUG_FSR,1.0
boydwoo_str_m3_o4_o6_pcu_sym_149,1.0
TEQTAM_FSR,1.0
boydwoo_str_m5_Al_o11_o11_sra_sym_233,1.0
HUTZAX_FSR,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No939,1.0
KURSIB_FSR,1.0
EBIRUE_FSR,1.0
boydwoo_str_m3_o18_o19_pcu_sym_56,1.0
gmof_Uio66Zr-BDC_A-imd_No5,1.0
boydwoo_str_m1_o10_o26_pcu_sym_181,1.0
GOWVEV_FSR,1.0
MINQAC_FSR,1.0
XOKQUL_FSR,1.0
boydwoo_str_m1_o4_o4_pcu_sym_61,1.0
boydwoo_str_m4_Al_o25_o25_acs_sym_125,1.0
gmof_Al2O6-ADC_B-BDC_B_No519,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_16,1.0
gmof_AlO6-AZO_A_No7,1.0
boydwoo_str_m3_o8_o29_pcu_sym_238,1.0
gmof_AlO6-ADC_A_No28,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No174,1.0
gmof_Zn2O8N2-DPAC_A-irmof20_A_No771,1.0
RAFQEX_FSR,1.0
boydwoo_str_m4_Al_o17_o17_acs_sym_135,1.0
boydwoo_str_m3_o17_o21_pcu_sym_28,1.0
boydwoo_str_m3_o34_o34_pts_sym_14,1.0
boydwoo_str_m1_o5_o24_pcu_sym_8,1.0
boydwoo_str_m3_o2_o29_pcu_sym_9,1.0
boydwoo_str_m3_o14_o22_nbo_sym_276,1.0
GERNEY_FSR,0.8645398314990873
gmof_Al2O6-ADC_B-BDC_B_No540,1.0
ALULAV_FSR,1.0
boydwoo_str_m5_Al_o11_o17_sra_sym_1,1.0
boydwoo_str_m1_o8_o16_pcu_sym_205,1.0
boydwoo_str_m3_o13_o28_pcu_sym_47,1.0
core_ERULEK_freeONLY,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No438,1.0
boydwoo_str_m4_Al_o20_o23_acs_sym_4,1.0
MOF-5_cooh_2_2338_1,1.0
gmof_Zn2O8-irmof8_A-pmof1_B_No16,1.0
gmof_Al2O6-BDC_B-irmof7_B_No271,1.0
gmof_Al2O6-DPAC_B-irmof6_B_No57,1.0
boydwoo_str_m3_o11_o16_pcu_sym_3,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No302,1.0
BOWGAX_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No633,1.0
gmof_AlO6-irmof14_A_No1,1.0
boydwoo_str_m3_o1_o4_pcu_sym_132,1.0
boydwoo_str_m5_Al_o13_o27_sra_sym_30,1.0
boydwoo_str_m3_o3_o26_pcu_sym_197,1.0
boydwoo_str_m1_o12_o12_pcu_sym_174,1.0
boydwoo_str_m3_o2_o26_pcu_sym_115,1.0
boydwoo_str_m3_o8_o15_pcu_sym_199,1.0
boydwoo_str_m3_o6_o15_pcu_sym_150,1.0
gmof_Zn2O8N2-irmof10_A-irmof20_A_No157,1.0
BENHOT_FSR,1.0
boydwoo_str_m5_Al_o19_o23_sra_sym_35,1.0
boydwoo_str_m3_o11_o11_nbo_sym_118,1.0
boydwoo_str_m1_o10_o13_pcu_sym_226,1.0
boydwoo_str_m3_o8_o9_pcu_sym_221,1.0
core_OTOVIE_freeONLY,1.0
boydwoo_str_m1_o8_o18_pcu_sym_164,1.0
gmof_Zn2O8N2-DPAC_A-irmof7_A_No596,1.0
boydwoo_str_m3_o6_o27_pcu_sym_181,1.0
ISEREE_FSR,1.0
KUXWEH01_FSR,1.0
XOHPAM_FSR,1.0
boydwoo_str_m5_Al_o3_o18_sra_sym_32,1.0
core_VEXVAW_freeONLY,1.0
AQIROJ_FSR,1.0
boydwoo_str_m3_o24_o27_pcu_sym_223,1.0
gmof_Al2O6-BDC_B-irmof7_B_No374,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No255,1.0
AYOHON_FSR,1.0
boydwoo_str_m1_o10_o26_pcu_sym_241,1.0
boydwoo_str_m3_o22_o25_pcu_sym_104,1.0
boydwoo_str_m1_o1_o9_pcu_sym_189,1.0
TEHLID_FSR,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No555,1.0
REXRUJ_FSR,1.0
OFACAB_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof8_A_No62,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No894,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No957,1.0
GAXGET01_FSR,1.0
boydwoo_str_m3_o7_o17_nbo_sym_155,1.0
boydwoo_str_m7_Zn_o8_o23_bcu_sym_34,1.0
QUSSUU_FSR,1.0
boydwoo_str_m3_o6_o21_pcu_sym_148,1.0
VUWXUJ01_FSR,1.0
QIWTUM_FSR,1.0
IXUWOO_FSR,1.0
gmof_Uio66Zr-DPAC_A-NiC4_No23,1.0
boydwoo_str_m3_o20_o28_pcu_sym_17,1.0
boydwoo_str_m3_o8_o22_pcu_sym_270,1.0
gmof_Al2O6-fum_B-irmof6_B_No14,1.0
boydwoo_str_m3_o14_o16_pcu_sym_56,1.0
PIHWAG_FSR,1.0
NANNAU_FSR,1.0
gmof_Al2O6-fum_B-irmof20_B_No82,1.0
boydwoo_str_m5_Al_o7_o25_sra_sym_3,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No1168,1.0
boydwoo_str_m4_Al_o23_o25_acs_sym_204,1.0
CECROS_FSR,1.0
NARQIJ_FSR,1.0
MUSQIC_FSR,1.0
boydwoo_str_m3_o13_o29_pcu_sym_33,1.0
gmof_Zn2O8N2-DPAC_A-irmof7_A_No682,1.0
tobacco_SR_cut_v1-8c_Zr_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_2x2x2,1.0
boydwoo_str_m5_Al_o2_o13_sra_sym_14,1.0
DAMZEZ_FSR,1.0
UXOZIS02_FSR,1.0
boydwoo_str_m3_o4_o11_pcu_sym_114,1.0
boydwoo_str_m3_o11_o28_pcu_sym_150,1.0
core_XEGKUR_freeONLY,1.0
KASGIX_FSR,1.0
boydwoo_str_m5_Al_o18_o28_sra_sym_64,1.0
gmof_Al2O6-ADC_B-DPAC_B_No240,1.0
boydwoo_str_m5_Al_o7_o7_sra_sym_121,1.0
boydwoo_str_m1_o19_o24_pcu_sym_96,1.0
tobacco_SR_ttv_v1-3c_B_Ch_v2-12c_Zr_1_Ch_1B_4H_Ch_1TrU_Ch_2x2x2,1.0
boydwoo_str_m3_o3_o17_pcu_sym_258,1.0
gmof_Al2O6-BDC_B-irmof20_B_No211,1.0
boydwoo_str_m3_o4_o11_nbo_sym_124,1.0
gmof_AlO6-irmof6_A_No2,1.0
RESGUU_FSR,1.0
LAVDUK_FSR,1.0
ECOLOZ_FSR,1.0
boydwoo_str_m3_o19_o22_pcu_sym_39,1.0
gmof_Uio66Zr-BDC_A-imd_No11,1.0
QEQWER_FSR,1.0
core_TEWFUY_freeONLY,1.0
MAKSOI_FSR,1.0
gmof_Al2O6-DPAC_B-irmof20_B_No3,1.0
REFGUG_FSR,1.0
FAFCAS_FSR,1.0
gmof_AlO6-DPAC_A_No24,1.0
RUZCOG_FSR,1.0
WOZPIM03_FSR,1.0
boydwoo_str_m4_Al_o7_o27_acs_sym_173,1.0
ALOLIY_FSR,0.8252461486288559
LIKBOX_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof20_A_No806,1.0
MOF-5_cooh_2_1996_1,1.0
FIHBIJ_FSR,1.0
boydwoo_str_m3_o26_o27_pcu_sym_145,1.0
REGXOS01_FSR,1.0
boydwoo_str_m3_o4_o22_nbo_sym_239,1.0
JOFCEO_FSR,1.0
boydwoo_str_m4_Al_o17_o23_acs_sym_195,1.0
ZIGRAL_FSR,1.0
boydwoo_str_m1_o5_o17_pcu_sym_39,1.0
YUQQEI_FSR,1.0
gmof_Zn2O8N2-AZO_A-DPAC_A_No28,1.0
gmof_Al2O6-AZO_B-irmof7_B_No581,1.0
boydwoo_str_m3_o8_o11_pcu_sym_150,1.0
boydwoo_str_m1_o12_o18_pcu_sym_264,1.0
boydwoo_str_m1_o10_o13_pcu_sym_28,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No29,1.0
core_FEYJOJ_freeONLY,0.8292323605127386
gmof_Zn4O13-BDC_A-irmof20_A_No555,1.0
core_FUNCEX_freeONLY,1.0
boydwoo_str_m3_o5_o11_nbo_sym_123,1.0
OBUFAT_FSR,1.0
boydwoo_str_m3_o1_o17_pcu_sym_160,1.0
boydwoo_str_m3_o18_o26_pcu_sym_46,1.0
CIMFUB_FSR,1.0
EWAWAC_FSR,1.0
MAQMAV_FSR,1.0
boydwoo_str_m5_Al_o19_o23_sra_sym_101,1.0
GIRHEV_FSR,1.0
MICNIW_FSR,1.0
AVASUM_FSR,1.0
APOKAS_FSR,1.0
boydwoo_str_m1_o13_o18_pcu_sym_8,1.0
AMAZEV_FSR,1.0
core_OBEDEE_freeONLY,1.0
gmof_Zn2O8N2-AZO_A-irmof10_A_No48,1.0
boydwoo_str_m1_o21_o21_pcu_sym_30,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No1257,1.0
VEJYUF07_FSR,1.0
MUJGII02_FSR,1.0
boydwoo_str_m3_o13_o16_pcu_sym_214,1.0
core_NIYZIG_freeONLY,1.0
gmof_Al2O6-BDC_B-irmof7_B_No744,1.0
boydwoo_str_m3_o1_o3_pcu_sym_73,1.0
gmof_Al2O6-ADC_B-DPAC_B_No75,1.0
core_GOGSIF_freeONLY,1.0
UHOTAN01_FSR,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No659,1.0
gmof_Zn4O13-DPAC_A-TED_A_No2,1.0
boydwoo_str_m5_Al_o6_o16_sra_sym_101,1.0
boydwoo_str_m3_o6_o12_pcu_sym_130,1.0
MATVAF_FSR,1.0
boydwoo_str_m3_o13_o16_pcu_sym_168,1.0
gmof_Zn2O8-ADC_A-BDC_A_No942,1.0
ESIPUR02_FSR,1.0
DUJPEF_FSR,1.0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_1B_2F_Ch_2x2x2,1.0
GAXGIX_FSR,1.0
gmof_AlO6-AZO_A_No14,1.0
boydwoo_str_m3_o4_o14_nbo_sym_208,1.0
boydwoo_str_m1_o4_o11_pcu_sym_83,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No328,1.0
LUVBAH_FSR,1.0
boydwoo_str_m3_o6_o18_pcu_sym_223,1.0
boydwoo_str_m3_o26_o27_pcu_sym_63,1.0
boydwoo_str_m3_o4_o11_pcu_sym_20,1.0
boydwoo_str_m5_Al_o17_o23_sra_sym_61,1.0
boydwoo_str_m3_o3_o16_pcu_sym_92,1.0
gmof_Zn2O8N2-ADC_A-irmof14_A_No651,1.0
NIMWEN_FSR,1.0
gmof_Al2O6-irmof6_B-irmof7_B_No247,1.0
COZLIP_FSR,1.0
boydwoo_str_m1_o5_o25_pcu_sym_49,1.0
gmof_Al2O6-AZO_B-DPAC_B_No258,1.0
boydwoo_str_m3_o8_o20_pcu_sym_20,1.0
EQOCIW_FSR,1.0
gmof_Al2O6-AZO_B-irmof7_B_No2,1.0
UXEXAY_FSR,1.0
gmof_Al2O6-ADC_B-AZO_B_No45,1.0
gmof_Al2O6-BDC_B-irmof20_B_No260,1.0
QOPZIF_FSR,1.0
IGITID_FSR,1.0
boydwoo_str_m1_o16_o18_pcu_sym_212,1.0
boydwoo_str_m5_Al_o11_o19_sra_sym_96,1.0
boydwoo_str_m3_o6_o15_pcu_sym_41,1.0
core_LABNIO_freeONLY,1.0
gmof_Zn2O8N2-AZO_A-irmof20_A_No307,1.0
MOF-5_cooh_2_573_2,1.0
gmof_AlO6-pcn6_B_No9,1.0
boydwoo_str_m3_o8_o24_pcu_sym_12,1.0
DOFWUR_FSR,1.0
UNATOT_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No319,1.0
SOFKOQ_FSR,1.0
HAGGIH_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No557,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No155,1.0
boydwoo_str_m3_o2_o17_pcu_sym_71,1.0
boydwoo_str_m3_o14_o24_nbo_sym_163,1.0
boydwoo_str_m1_o12_o18_pcu_sym_123,1.0
boydwoo_str_m3_o1_o19_nbo_sym_71,1.0
boydwoo_str_m5_Al_o6_o19_sra_sym_36,1.0
COSFAS_FSR,1.0
boydwoo_str_m1_o13_o26_pcu_sym_162,1.0
YELFON_FSR,1.0
QOBZOX_FSR,1.0
boydwoo_str_m1_o18_o18_pcu_sym_261,1.0
gmof_AlO6-mofHTB_No17,1.0
MATVEJ_FSR,1.0
boydwoo_str_m3_o6_o9_pcu_sym_232,1.0
gmof_Uio66Zr-irmof8_A_No2,1.0
boydwoo_str_m3_o8_o11_pcu_sym_57,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No461,1.0
gmof_Al2O6-BDC_B-irmof10_B_No58,1.0
GATLAQ_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No223,1.0
gmof_Al2O6-BDC_B-irmof7_B_No625,1.0
VUXCUP_FSR,1.0
KAYKAZ_FSR,1.0
boydwoo_str_m1_o12_o21_pcu_sym_2,1.0
BUNLON_FSR,1.0
gmof_AlO6-mofHTB_No19,1.0
NOWMUJ_FSR,1.0
core_ODODIW_freeONLY,1.0
FIQYOV01_FSR,1.0
gmof_Zn2O8N2-irmof10_A-irmof7_A_No520,1.0
boydwoo_str_m3_o14_o14_pcu_sym_55,1.0
MOF-5_cooh_2_2860_1,1.0
CUTKOS_FSR,1.0
KEVLEE_FSR,1.0
gmof_Al2O6-BDC_B-DPAC_B_No60,1.0
boydwoo_str_m5_Al_o2_o6_sra_sym_34,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No327,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No329,1.0
gmof_AlO6-PEDOT_A_No1,1.0
